"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","점포구분명"
"3030000","2023303010307500002","2023-06-16","","01","영업/정상","1","정상영업","","","","","","467.23","","서울특별시 성동구 하왕십리동 1070 센트라스","서울특별시 성동구 왕십리로 410, 상가(L)동 지하1층 B102,B103호 (하왕십리동, 센트라스)","04701","GS THE FRESH 성동센트라스점","2023-11-03 09:43:47","U","2022-11-01 00:05:00.0","구분없음","202372.912023599","451536.680876573",""
"3030000","2012303010307500005","20120402","","03","폐업","3","폐업처리","20220405","","","","2282-0161","378.11","133100","서울특별시 성동구 옥수동 191번지 3호","서울특별시 성동구 한림말길 56 (옥수동)","133100","GS수퍼 성동옥수점","2022-04-06 08:30:04","U","2021-12-04 00:08:00.0","구분없음","201462.251313062","448744.038108098",""
"3210000","2005321007607500005","2005-03-30","","01","영업/정상","1","정상영업","","","","","0221551052","9250","","서울특별시 서초구 양재동 215호 하이브랜드 지하1층","서울특별시 서초구 매헌로 16 (양재동,하이브랜드 지하1층)","","(주)이마트 양재점","2023-07-04 14:13:13","U","2022-12-07 00:06:00.0","대형마트","203204.755637424","440136.781183797",""
"3190000","2022319021607500001","2022-07-22","","01","영업/정상","5","영업개시전","","","","","02-792-0653","8995.84","","서울특별시 동작구 노량진동 16-1 노량진 드림스퀘어 복합빌딩","서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 (노량진동)","06900","노량진 드림스퀘어","2023-10-13 12:59:49","U","2022-10-30 23:05:00.0","그 밖의 대규모점포","194571.152376388","445790.549860682",""
"3060000","2024306020207500001","2024-02-08","","01","영업/정상","1","정상영업","","","","","02-434-3043","258.45","","서울특별시 중랑구 신내동 502-5 대명프라자","서울특별시 중랑구 봉화산로56길 153, 대명프라자 (신내동)","02071","GS THE FRESH 신내점","2024-02-13 14:17:38","I","2023-12-01 23:05:00.0","그 밖의 대규모점포","208481.612667873","455496.980508789",""
"3120000","2021312019207500004","20211220","","03","폐업","3","폐업처리","20221011","20220317","20221231","","02-391-5601","484.6","","서울특별시 서대문구 홍제동 158-33 연세24시사우나","서울특별시 서대문구 통일로 413, 연세24시사우나 (홍제동)","03646","롯데슈퍼 홍제점","2022-10-20 18:02:31","U","2021-10-30 22:02:00.0","구분없음","195196.693652181","453764.706268517",""
"3090000","2012309013407500004","2012-03-15","","01","영업/정상","1","정상영업","","","","","3491-4297","844.9","132-828","서울특별시 도봉구 방학3동 271번지 2호","서울특별시 도봉구 방학로 223 (방학동)","132-828","롯데슈퍼 방학점","2023-05-04 09:02:32","U","2022-12-05 00:07:00.0","구분없음","202326.175760253","462116.40856417",""
"3110000","2007311011107500001","20070411","","01","영업/정상","1","정상영업","","","","","02-3417-2001","16972.65","","서울특별시 은평구 대조동 240호","서울특별시 은평구 불광로 20 (대조동)","","엔씨백화점 불광점","2022-11-15 10:44:56","U","2021-10-31 23:07:00.0","쇼핑센터","193661.732383169","456379.193899276",""
"3090000","2012309013407500002","2012-03-15","","01","영업/정상","1","정상영업","","","","","903-5601","705.1","132-032","서울특별시 도봉구 쌍문2동 19번지","서울특별시 도봉구 도당로 10 (쌍문동)","132-858","롯데슈퍼 쌍문점","2023-04-25 16:39:17","U","2022-12-03 22:07:00.0","구분없음","203048.669322526","461867.647869631",""
"3120000","2018312018307500003","20211216","","01","영업/정상","1","정상영업","","","","","02-308-5601","288.3","","서울특별시 서대문구 남가좌동 381 DMC센트레빌","서울특별시 서대문구 거북골로 120(남가좌동, DMC센트레빌)","03690","롯데슈퍼 남가좌점","2022-04-26 13:44:49","U","2021-12-03 22:08:00.0","구분없음","192480.02944094","452634.55767379",""
"3180000","2011318016307500001","2011-05-23","","01","영업/정상","1","정상영업","","","","","02-2280-1234","3536.87","","","서울특별시 영등포구 여의동로3길 10 (여의도동)","150-893","(주)이마트 여의도점","2023-07-10 13:35:19","U","2022-12-06 23:03:00.0","대형마트","193393.096553574","446218.443828439",""
"3140000","2011314011407500006","20110915","","03","폐업","3","폐업처리","20220413","","","","2695-6131","406.21","158074","서울특별시 양천구 신정4동 988번지 5호","","","(주)지에스리테일 GS수퍼 목동오거리점","2022-04-15 16:25:11","U","2021-12-03 23:07:00.0","구분없음","187670.416423662","447030.560396528",""
"3070000","2022307028607500001","20100315","","01","영업/정상","1","정상영업","","","","","070-4126-0098","9954","","서울특별시 성북구 정릉동 397-9 정릉시장 고객편의시설","서울특별시 성북구 보국문로11길 18-19, 정릉시장 고객편의시설 (정릉동)","02709","정릉시장상인회","2022-04-13 09:11:11","U","2021-12-03 23:05:00.0","시장","200729.859590291","456347.644834894",""
"3030000","2005303007407500006","20051111","","03","폐업","3","폐업처리","20140410","","","","0222936767","5607.62","","서울특별시 성동구 마장동 439번지 1호","서울특별시 성동구 마장로35길 68 (마장동)","","토우마트마축일시장","2022-04-01 10:03:56","U","2021-12-04 00:03:00.0","그 밖의 대규모점포","203576.594691866","452041.559037331",""
"3220000","2022322024907500001","20220412","","01","영업/정상","1","정상영업","","","","","023805042","794.7","","서울특별시 강남구 신사동 510-11 강남상가아파트","서울특별시 강남구 압구정로2길 46, 1층 (신사동, ---------)","06034","이마트에브리데이 강남시장점","2022-04-26 10:07:26","U","2021-12-03 22:08:00.0","구분없음","201757.494098748","446282.45446652",""
"3180000","2021318023907500001","20211228","","01","영업/정상","1","정상영업","","","","","02-2006-2676","561.4","","서울특별시 영등포구 신길동 4902-6","서울특별시 영등포구 신길로 162, 1층 일부 (신길동)","07362","GS THE FRESH 신길사러가점","2022-04-25 14:49:28","U","2021-12-03 22:08:00.0","구분없음","192108.925858666","444944.153786024",""
"3180000","2001318007607500030","20010620","","01","영업/정상","1","정상영업","","20190701","20200630","","02-2630-0220","4447.16","","서울특별시 영등포구 당산동5가 16번지 7호","서울특별시 영등포구 양평로 47 (당산동5가)","150045","이랜드리테일 당산점","2022-11-21 14:40:43","U","2021-10-31 22:03:00.0","그 밖의 대규모점포","191177.584475692","447965.645513185",""
"3010000","2013301013007500001","19790525","","01","영업/정상","1","정상영업","","","","","02-2238-4352","13458.03","100451","서울특별시 중구 신당1동 777번지","서울특별시 중구 마장로1길 21 (신당동)","","(주)광희패션몰","2022-04-28 16:57:23","U","2021-12-03 21:00:00.0","그 밖의 대규모점포","200982.709076616","451817.384038629",""
"3190000","2011319012807500006","2011-10-04","","01","영업/정상","1","정상영업","","","","","02-380-5042","2355","","서울특별시 동작구 사당동 147번지 29호 이수자이","서울특별시 동작구 사당로 300 (사당동, 이수자이)","07013","(주)이마트에브리데이 이수점","2023-07-04 18:43:30","U","2022-12-07 00:06:00.0","복합쇼핑몰","198202.472533419","442471.241038085",""
"3160000","2007316011707500003","2007-09-27","","01","영업/정상","1","정상영업","","","","","380-5234","7337","","서울특별시 구로구 구로동 3번지 25호 외 31필지","서울특별시 구로구 새말로 97 (구로동,외 31필지)","","(주) 이마트 신도림점","2023-07-05 13:29:59","U","2022-12-07 00:07:00.0","대형마트","190232.524534335","444978.682746138",""
"3030000","2005303007407500001","2005-03-31","","03","폐업","3","폐업처리","2023-05-19","","","","02-3408-1234","17318","133-120","서울특별시 성동구 성수동2가 333번지 16호","서울특별시 뚝섬로 379","133-120","(주)이마트 성수점","2023-05-19 12:53:54","U","2022-12-04 22:01:00.0","대형마트","204614.272744322","448607.441251647",""
"3090000","2012309013407500003","2012-03-18","","01","영업/정상","1","정상영업","","","","","903-5602","197.7","132-041","서울특별시 도봉구 창1동 651번지 36호","서울특별시 도봉구 도봉로110길 65 (창동)","132-925","롯데프레쉬 창동점","2023-05-04 09:18:41","U","2022-12-05 00:07:00.0","구분없음","203207.625254256","460455.837628654",""
"3140000","2011314011407500001","2011-05-20","","01","영업/정상","1","정상영업","","","","","0269231234","14074.76","158-766","서울특별시 양천구 목1동 962번지 1호 목동트라팰리스 내","서울특별시 양천구 오목로 299 (목동)","158-766","(주)이마트 목동점","2023-07-11 10:04:03","U","2022-12-06 23:03:00.0","대형마트","188551.299139509","447076.288051741",""
"3160000","2007316011707500007","1999-07-27","","01","영업/정상","1","정상영업","","","","","2009-1001,1051","9927.72","152-050","서울특별시 구로구 구로동 188번지 26호","서울특별시 구로구 디지털로32길 43 (구로동)","","(주)이마트 구로점","2023-07-05 13:44:31","U","2022-12-07 00:07:00.0","대형마트","190901.977946718","442466.813410528",""
"3190000","2023319027107500001","2023-11-01","","01","영업/정상","5","영업개시전","","","","","02-2006-2364","539.78","","서울특별시 동작구 상도동 535 상도2차두산위브트레지움아파트","서울특별시 동작구 상도로30길 40, 판매/근생시설동 1층 125~131호 (상도동, 상도2차두산위브트레지움아파트)","06964","GS THE FRESH 동작구청점","2023-11-01 16:27:36","I","2022-11-01 00:03:00.0","구분없음","194870.38438442","444631.112679216",""
"3120000","2021312019207500005","20211220","","01","영업/정상","1","정상영업","","","","","02-338-5601","357","","서울특별시 서대문구 창천동 506-20 아륭빌딩","서울특별시 서대문구 신촌로 13, 아륭빌딩 (창천동)","03785","롯데슈퍼 창천점","2022-04-26 13:45:04","U","2021-12-03 22:08:00.0","구분없음","193624.014939084","450696.745009002",""
"3010000","2014301013007500008","19851128","","01","영업/정상","1","정상영업","","","","","02-756-7536","13793.3","","","서울특별시 중구 남대문시장8길 7 (남창동)","100804","삼익패션타운","2017-04-07 11:00:09","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","198091.202136386    ","450913.340731519    ","대규모점포"
"3010000","2014301013007500009","19590224","","01","영업/정상","1","정상영업","","","","","02-2267-5617","20707","","","서울특별시 중구 을지로36길 35 (오장동)","100310","중부시장","2021-08-24 18:32:28","U","2021-08-26 02:40:00.0","그 밖의 대규모점포","200091.167605242    ","451433.579647276    ","대규모점포"
"3010000","2014301013007500022","19940831","","01","영업/정상","1","정상영업","","","","","02-2237-2503","7281.04","","","서울특별시 중구 을지로45길 72 (신당동)","100822","디자이너크럽","2020-04-30 15:46:04","U","2020-05-02 02:40:00.0","그 밖의 대규모점포","201075.606676645    ","451683.017810123    ","대규모점포"
"3010000","2014301013007500023","19950401","","01","영업/정상","1","정상영업","","","","","02-757-3421","3613.39","","","서울특별시 중구 명동8가길 27 (충무로2가)","100860","선싸인","2020-04-30 15:43:19","U","2020-05-02 02:40:00.0","그 밖의 대규모점포","198737.553769773    ","451081.894647871    ","대규모점포"
"3070000","2000307009907500006","19690219","","03","폐업","3","폐업처리","20080222","","","","02 9132982","2597","","서울특별시 성북구 하월곡동 16번지 1 호","","","월곡시장","2008-10-07 11:05:21","I","2018-08-31 23:59:59.0","시장","","",""
"3070000","2000307009907500008","19700227","","03","폐업","3","폐업처리","20070330","","","","02 9144851","1426.32","","서울특별시 성북구 정릉동 405번지 1  호","","","정릉시장","2008-10-07 10:55:58","I","2018-08-31 23:59:59.0","시장","200741.814526594    ","456247.253686235    ",""
"3010000","2014301013007500024","19970224","","01","영업/정상","1","정상영업","","","","","02-2250-1115","5590.74","","","서울특별시 중구 마장로1길 18 (신당동)","100887","혜양엘리시움","2020-04-30 15:40:11","U","2020-05-02 02:40:00.0","그 밖의 대규모점포","201047.899695285    ","451814.35044652     ","대규모점포"
"3010000","2014301013007500025","20020722","","01","영업/정상","1","정상영업","","","","","02-757-3541","6752.63","","","서울특별시 중구 소월로 9 (남창동)","100804","남정종합상가","2020-04-30 15:37:57","U","2020-05-02 02:40:00.0","그 밖의 대규모점포","197843.820719318    ","450717.353642797    ","대규모점포"
"3060000","2010306009507500001","2000-05-03","","01","영업/정상","1","정상영업","","","","","02-490-1052","9961.6","131-230","서울특별시 중랑구 망우동 506번지 1호","서울특별시 중랑구 상봉로 118 (망우동)","131-809","주식회사 이마트 상봉점","2023-07-06 20:44:42","U","2022-12-07 00:08:00.0","대형마트","208183.558935157","454911.24852306",""
